,person,subset,# shots,Feature Set,wLDA,wQDA,AccLDAInd,AccLDAGen,AccLDAProp,AccLDALiu,AccLDAPropQ,tPropL,tIndL,tGenL,wMeanLDA,AccQDAInd,AccQDAGen,AccQDAProp,AccQDALiu,AccQDAPropL,tPropQ,tIndQ,tGenQ,wMeanQDA
0,6,"(1,)",1,3,"[1.         0.97222222 0.89124525 1.         0.96618357 0.91316614
 1.         1.         0.96371882 0.91603457 0.80378411 1.
 0.93708409 0.82696349 0.8376711  1.         0.87418858 0.55901171]","[0.89911817 0.96296296 0.66690713 0.8712522  0.89444444 0.63359788
 0.97979798 0.97037037 0.89957265 0.75361305 0.78918283 0.9021164
 0.67911043 0.70629531 0.62627866 0.96296296 0.69664619 0.56585604]",0.4275812463218466,0.31471915255345584,0.4392205584254234,0.4251618387497548,0.43876283266854116,59.812501430511475,0.0073626041412353516,0.7973477840423584,0.9145152034142513,0.36925390701628197,0.19832603151768782,0.37540051003727193,0.34381743281239785,0.40371411757013015,110.95260190963745,0.025162696838378906,0.20946621894836426,0.8033380923683313
1,6,"(2,)",1,3,"[1.         1.         1.         1.         0.97727273 0.93331465
 1.         1.         1.         0.86507937 1.         1.
 0.78306878 0.7365874  0.55314815 1.         0.95767196 0.89343008]","[0.98611111 1.         0.91273054 0.83933624 0.91249973 0.68268398
 0.96049383 0.96296296 0.80698687 0.79245137 0.90555556 0.93846154
 0.64783407 0.73114137 0.50617284 0.90294647 0.69899223 0.87433469]",0.5504593175853019,0.328740157480315,0.5581364829396326,0.5233595800524934,0.5558398950131234,45.6038544178009,0.026730060577392578,0.791841983795166,0.9277540622073784,0.4822834645669291,0.24173228346456693,0.49435695538057745,0.4835958005249344,0.44639107611548556,59.85377097129822,0.00508427619934082,0.20437335968017578,0.8367608559230307
2,6,"(3,)",1,3,"[1.         1.         0.86392224 0.97959184 1.         0.84511296
 0.97342995 1.         0.97496088 0.88368437 1.         1.
 0.81174742 0.8974359  0.57709059 0.97627965 0.85671192 0.87676166]","[0.90792181 1.         0.79896609 0.76332371 0.90740741 0.63124139
 0.97979798 0.91851852 0.85740741 0.76569665 0.8605743  0.87017705
 0.67371459 0.8955622  0.54865132 0.84285714 0.71322751 0.85610417]",0.5335791414274427,0.31096918619963126,0.5311430076376087,0.49255991572293917,0.5204766921253621,58.752169609069824,0.026726484298706055,0.7250518798828125,0.9175960763557646,0.48130102712667894,0.23531735580721622,0.48169607584935475,0.4715564919673426,0.4395575454306031,108.45252251625061,0.005063533782958984,0.1953272819519043,0.8217305139448159
3,6,"(4,)",1,3,"[1.         1.         0.86058802 1.         0.96581197 0.80895578
 1.         0.9706499  0.97435897 0.94982079 0.95448461 1.
 0.82249184 0.89727204 0.58196318 1.         0.96798493 0.85820775]","[0.9382716  0.97530864 0.80909091 0.77484085 0.88340548 0.5654321
 1.         0.90617284 0.79312169 0.79188713 0.83209877 0.87224471
 0.66111111 0.71218653 0.52432749 0.85916306 0.71411707 0.85642089]",0.5298240973416215,0.3003570956222722,0.5300886126173786,0.4785742626636688,0.5221531543446634,59.99641942977905,0.026912212371826172,0.7653501033782959,0.9229216539355581,0.4925935722787991,0.26153947890490675,0.49920645417272846,0.46065335273112024,0.4505356434334083,111.2394871711731,0.0051212310791015625,0.21104192733764648,0.8038444926258769
4,6,"(1, 2)",2,3,"[1.         0.97712418 0.87028372 0.95535714 1.         0.94039838
 1.         1.         0.8372093  0.93123543 0.91781067 1.
 0.71589366 0.82907326 0.76426685 1.         0.90049638 0.63677307]","[1.         1.         0.89974277 0.95555556 1.         0.72090132
 1.         1.         0.98113208 0.90662932 0.94208816 0.96421846
 0.76400371 0.73893472 0.64338624 1.         0.87179487 0.66158709]",0.552064631956912,0.35555736902236007,0.5647135629182308,0.5195854414884935,0.5639791088624123,60.75995588302612,0.0121917724609375,0.7973246574401855,0.9042178916435684,0.540558185082422,0.2795005712420434,0.5582666884282683,0.4962461237147054,0.5590827484902889,111.90866875648499,0.027350425720214844,0.203688383102417,0.8916652385012728
5,6,"(1, 3)",2,3,"[1.         0.97412481 0.88293843 0.97222222 1.         0.92958004
 1.         1.         0.8912037  0.85376806 0.9082406  1.
 0.72878207 0.88386124 0.69866798 1.         0.84794647 0.62979584]","[0.96930632 1.         0.8807291  0.93492399 1.         0.7047619
 1.         1.         0.97932817 0.94406652 1.         1.
 0.78758682 0.85209982 0.70453216 1.         0.85209056 0.65863227]",0.5682674971316177,0.334617275856417,0.5551548926405507,0.4973774791017866,0.5565481068677266,61.14022183418274,0.032431840896606445,0.7497265338897705,0.9000628592347769,0.5433535485985904,0.2761842320930995,0.5552368464186199,0.4977872479921324,0.564497623340436,112.03012275695801,0.006846189498901367,0.17638731002807617,0.9037809793828911
6,6,"(1, 4)",2,3,"[1.         1.         0.85948658 1.         1.         0.88243869
 1.         1.         0.96969697 0.81817623 0.80316478 0.97180763
 0.79492354 0.90038314 0.61187215 1.         0.94992175 0.65079333]","[1.         1.         0.87830688 0.95185185 0.97530864 0.68780564
 1.         0.98245614 0.94871795 0.85555556 0.85668406 1.
 0.71992647 0.79339615 0.66255163 1.         0.78648885 0.69396934]",0.5675675675675675,0.3220171390903098,0.5457317073170732,0.47898813447593935,0.5450725115359262,38.330230474472046,0.01200723648071289,0.39557504653930664,0.9007035995630266,0.5579268292682927,0.31633157547791696,0.5542188529993408,0.4976104152933421,0.5578444297956493,53.78415656089783,0.006924629211425781,0.1126863956451416,0.8773899531644944
7,6,"(2, 3)",2,3,"[1.         1.         0.90165809 1.         1.         0.894547
 1.         1.         0.94666667 0.79356145 0.97260274 1.
 0.72035067 0.83831512 0.58118399 1.         0.87809829 0.8890863 ]","[0.98465316 1.         0.90964944 0.94444444 1.         0.69420968
 1.         0.9821883  0.96421846 0.90651745 0.96774194 1.
 0.73212686 0.77308319 0.58436204 0.97979798 0.7780979  0.8969295 ]",0.5880319367849206,0.34965840809943205,0.5824347682936867,0.5271215737920817,0.5814470326775867,49.63750386238098,0.01218104362487793,0.39282727241516113,0.9120039064076403,0.5471232200181085,0.3267758663264466,0.5487694460449419,0.5006173347600625,0.5407852498147996,54.06774377822876,0.006879329681396484,0.10070157051086426,0.8943344629868759
8,6,"(2, 4)",2,3,"[1.         1.         0.8885092  0.97990544 1.         0.83397121
 1.         0.91889483 0.96969697 0.85935994 0.9403794  1.
 0.70074612 0.80972995 0.59865147 1.         0.95959596 0.8640907 ]","[1.         1.         0.96918086 0.95338171 1.         0.66517546
 1.         0.9827856  0.92252803 0.88518519 0.97959184 1.
 0.65038665 0.75255785 0.5643739  1.         0.80296918 0.89857717]",0.5711329967723248,0.33592650831747084,0.5655880162211371,0.5106347761317553,0.5657535380286353,60.847811698913574,0.012124061584472656,0.39179491996765137,0.9068628439487922,0.5590499048249606,0.3531407762972772,0.5367044608127121,0.494579160804436,0.5361251344864686,59.26449179649353,0.007167339324951172,0.10349798202514648,0.8903718570991279
9,6,"(3, 4)",2,3,"[1.         1.         0.82049908 1.         1.         0.84476496
 1.         0.98102981 0.97916667 1.         0.96774194 0.9566855
 0.84383799 0.81736909 0.55024473 0.91319979 0.93495935 0.85185185]","[1.         1.         0.89032021 0.9346822  0.97979798 0.64418581
 1.         1.         0.91731266 0.98063201 0.9326217  1.
 0.68370172 0.796147   0.59292535 0.96296296 0.77099224 0.89515119]",0.5583908237054277,0.3137727537195578,0.5532374698695037,0.48798936081788713,0.5473360485412684,30.277591943740845,0.011577129364013672,0.34004735946655273,0.9145194866678997,0.5257252098744909,0.3328900340786302,0.5061092178538775,0.479926855622974,0.5074391156179868,55.40721583366394,0.006448507308959961,0.08437538146972656,0.8878573903640367
10,6,"(1, 2, 3)",3,3,"[1.         1.         0.91022057 1.         0.95502646 0.91801382
 1.         0.96392496 0.96135266 0.87695851 0.88061026 1.
 0.68333333 0.93495935 0.69782217 1.         0.89007937 0.69509763]","[0.98518519 1.         0.93687841 1.         1.         0.79259259
 1.         0.98164251 1.         0.88787768 0.91242284 0.9781746
 0.74897779 0.83139133 0.62480064 1.         0.84593624 0.72262902]",0.5951107715813598,0.37858779875586596,0.5975117319655134,0.5399978173087416,0.5988213467205064,30.197999477386475,0.016608476638793945,0.3816215991973877,0.90929994814932,0.5916184655680454,0.36843828440467097,0.6115900905816872,0.5212266724871767,0.6144275892175052,55.04102158546448,0.007941007614135742,0.11126399040222168,0.9026949352954448
11,6,"(1, 2, 4)",3,3,"[1.         1.         0.93504274 1.         0.95607235 0.87818238
 1.         1.         0.9478458  0.84910999 0.86557743 1.
 0.68079644 0.86568987 0.7313991  1.         0.9562201  0.65112727]","[0.98329702 1.         0.93836172 0.96126402 0.97979798 0.70898117
 1.         1.         0.92107996 0.95918367 0.96111111 0.95454545
 0.7780979  0.82769726 0.64639806 1.         0.88518519 0.74321585]",0.5890953061448829,0.3658348906232824,0.5890953061448829,0.5187424425634825,0.5865670001099264,29.844436645507812,0.017685651779174805,0.39811158180236816,0.9065035264489809,0.603165878861163,0.39529515224799383,0.5986588985379796,0.5200615587556338,0.6001978674288226,54.8894898891449,0.008533716201782227,0.10419058799743652,0.9026786867578832
12,6,"(1, 3, 4)",3,3,"[1.         1.         0.92697618 1.         1.         0.84646446
 1.         1.         0.9254902  0.85651334 0.93877896 1.
 0.72921811 1.         0.68375573 1.         0.93181818 0.65254486]","[0.98268398 1.         0.93333333 0.94238683 1.         0.65853066
 1.         1.         0.9382716  0.91061536 1.         1.
 0.80147106 0.84722222 0.65961109 1.         0.89912305 0.74815731]",0.5941404090657822,0.336318407960199,0.5797678275290216,0.49839690436705364,0.5749032614704257,30.200287103652954,0.017664194107055664,0.4032249450683594,0.9161977786848148,0.5802100608070757,0.3793255942509674,0.57722498618021,0.5125483692647872,0.580873410724157,55.435381174087524,0.009555339813232422,0.11351656913757324,0.9067448068524389
13,6,"(2, 3, 4)",3,3,"[1.         0.97354497 0.91814734 1.         0.97831978 0.85411474
 1.         1.         0.95392954 0.90863127 0.94753086 1.
 0.7090535  0.83361823 0.57790395 0.9380805  0.97897898 0.84893198]","[1.         1.         0.97003745 0.94571076 1.         0.68088064
 1.         1.         0.97932817 0.86240948 1.         0.95360195
 0.80724086 0.85004393 0.61735779 1.         0.86386386 0.9068323 ]",0.5832962633451957,0.3545373665480427,0.5807384341637011,0.5151245551601423,0.5749555160142349,30.626858234405518,0.018537044525146484,0.4033467769622803,0.9122658689184008,0.5574955516014235,0.39023576512455516,0.5360320284697508,0.5013345195729537,0.5400355871886121,55.87689447402954,0.008669376373291016,0.10798859596252441,0.9131837330441116
14,6,"(1, 2, 3, 4)",4,3,"[1.         0.9708561  0.85280914 1.         1.         0.87453704
 1.         1.         0.94850949 0.82872651 0.92742703 1.
 0.73640999 0.86666667 0.66291675 0.94444444 0.88824755 0.70192772]","[1.         1.         0.94871795 0.98026999 1.         0.73210912
 1.         1.         1.         0.93959184 0.97680098 0.97399527
 0.80988658 0.84102564 0.58589441 0.97638889 0.81026874 0.75987512]",0.6145521145521146,0.39077589077589076,0.6093906093906094,0.538961038961039,0.6085581085581085,32.47420144081116,0.02367711067199707,0.4024214744567871,0.9001932456667912,0.6145521145521146,0.4403929403929404,0.614052614052614,0.5369630369630369,0.6163836163836164,57.45725059509277,0.010349035263061523,0.11397480964660645,0.9074902513547192
